date,time,rain_inches,dt,rain_cm
2023-06-27,07:17:58,0.0,2023-06-27 07:17:58,0.0
2023-06-27,07:22:58,0.0,2023-06-27 07:22:58,0.0
2023-06-27,07:27:58,0.0,2023-06-27 07:27:58,0.0
2023-06-27,07:32:58,0.0,2023-06-27 07:32:58,0.0
2023-06-27,07:37:58,0.0,2023-06-27 07:37:58,0.0
2023-06-27,07:42:58,0.0,2023-06-27 07:42:58,0.0
2023-06-27,07:47:58,0.0,2023-06-27 07:47:58,0.0
2023-06-27,07:52:58,0.0,2023-06-27 07:52:58,0.0
2023-06-27,07:57:58,0.0,2023-06-27 07:57:58,0.0
2023-06-27,08:02:58,0.0,2023-06-27 08:02:58,0.0
2023-06-27,08:07:58,0.0,2023-06-27 08:07:58,0.0
2023-06-27,08:12:58,0.0,2023-06-27 08:12:58,0.0
2023-06-27,08:17:58,0.0,2023-06-27 08:17:58,0.0
2023-06-27,08:22:58,0.0,2023-06-27 08:22:58,0.0
2023-06-27,08:27:58,0.0,2023-06-27 08:27:58,0.0
2023-06-27,08:32:58,0.0,2023-06-27 08:32:58,0.0
2023-06-27,08:37:58,0.0,2023-06-27 08:37:58,0.0
2023-06-27,08:42:58,0.0,2023-06-27 08:42:58,0.0
2023-06-27,08:47:58,0.0,2023-06-27 08:47:58,0.0
2023-06-27,08:52:58,0.0,2023-06-27 08:52:58,0.0
2023-06-27,08:57:58,0.0,2023-06-27 08:57:58,0.0
2023-06-27,09:02:58,0.0,2023-06-27 09:02:58,0.0
2023-06-27,09:07:58,0.0,2023-06-27 09:07:58,0.0
2023-06-27,09:12:58,0.0,2023-06-27 09:12:58,0.0
2023-06-27,09:17:58,0.0,2023-06-27 09:17:58,0.0
2023-06-27,09:22:58,0.0,2023-06-27 09:22:58,0.0
2023-06-27,09:27:58,0.0,2023-06-27 09:27:58,0.0
2023-06-27,09:32:58,0.0,2023-06-27 09:32:58,0.0
2023-06-27,09:37:58,0.0,2023-06-27 09:37:58,0.0
2023-06-27,09:42:58,0.0,2023-06-27 09:42:58,0.0
2023-06-27,09:47:58,0.0,2023-06-27 09:47:58,0.0
2023-06-27,09:52:58,0.0,2023-06-27 09:52:58,0.0
2023-06-27,09:57:58,0.0,2023-06-27 09:57:58,0.0
2023-06-27,10:02:05,0.0,2023-06-27 10:02:05,0.0
2023-06-27,10:07:05,0.0,2023-06-27 10:07:05,0.0
2023-06-27,10:12:05,0.0,2023-06-27 10:12:05,0.0
2023-06-27,10:17:05,0.0,2023-06-27 10:17:05,0.0
2023-06-27,10:22:05,0.0,2023-06-27 10:22:05,0.0
2023-06-27,10:27:05,0.0,2023-06-27 10:27:05,0.0
2023-06-27,10:32:05,0.0,2023-06-27 10:32:05,0.0
2023-06-27,10:37:05,0.0,2023-06-27 10:37:05,0.0
2023-06-27,10:42:05,0.0,2023-06-27 10:42:05,0.0
2023-06-27,10:47:05,0.0,2023-06-27 10:47:05,0.0
2023-06-27,10:52:05,0.0,2023-06-27 10:52:05,0.0
2023-06-27,10:57:05,0.0,2023-06-27 10:57:05,0.0
2023-06-27,11:02:05,0.0,2023-06-27 11:02:05,0.0
2023-06-27,11:07:05,0.0,2023-06-27 11:07:05,0.0
2023-06-27,11:12:05,0.0,2023-06-27 11:12:05,0.0
2023-06-27,11:17:05,0.0,2023-06-27 11:17:05,0.0
2023-06-27,11:22:05,0.0,2023-06-27 11:22:05,0.0
2023-06-27,11:27:05,0.0,2023-06-27 11:27:05,0.0
2023-06-27,11:32:05,0.0,2023-06-27 11:32:05,0.0
2023-06-27,11:37:05,0.0,2023-06-27 11:37:05,0.0
2023-06-27,11:42:05,0.0,2023-06-27 11:42:05,0.0
2023-06-27,11:47:05,0.0,2023-06-27 11:47:05,0.0
2023-06-27,11:52:05,0.0,2023-06-27 11:52:05,0.0
2023-06-27,11:57:05,0.0,2023-06-27 11:57:05,0.0
2023-06-27,12:02:05,0.0,2023-06-27 12:02:05,0.0
2023-06-27,12:07:05,0.0,2023-06-27 12:07:05,0.0
2023-06-27,12:12:05,0.0,2023-06-27 12:12:05,0.0
2023-06-27,12:17:05,0.0,2023-06-27 12:17:05,0.0
2023-06-27,12:22:05,0.0,2023-06-27 12:22:05,0.0
2023-06-27,12:27:05,0.0,2023-06-27 12:27:05,0.0
2023-06-27,12:32:05,0.0,2023-06-27 12:32:05,0.0
2023-06-27,12:37:05,0.0,2023-06-27 12:37:05,0.0
2023-06-27,12:42:05,0.0,2023-06-27 12:42:05,0.0
2023-06-27,12:47:05,0.0,2023-06-27 12:47:05,0.0
2023-06-27,12:52:05,0.0,2023-06-27 12:52:05,0.0
2023-06-27,12:57:05,0.0,2023-06-27 12:57:05,0.0
2023-06-27,13:02:58,0.0,2023-06-27 13:02:58,0.0
2023-06-27,13:07:58,0.0,2023-06-27 13:07:58,0.0
2023-06-27,13:12:58,0.0,2023-06-27 13:12:58,0.0
2023-06-27,13:17:58,0.0,2023-06-27 13:17:58,0.0
2023-06-27,13:22:58,0.0,2023-06-27 13:22:58,0.0
2023-06-27,13:27:58,0.0,2023-06-27 13:27:58,0.0
2023-06-27,13:32:58,0.0,2023-06-27 13:32:58,0.0
2023-06-27,13:37:58,0.0,2023-06-27 13:37:58,0.0
2023-06-27,13:42:58,0.0,2023-06-27 13:42:58,0.0
2023-06-27,13:47:58,0.0,2023-06-27 13:47:58,0.0
2023-06-27,13:52:58,0.0,2023-06-27 13:52:58,0.0
2023-06-27,13:57:58,0.0,2023-06-27 13:57:58,0.0
2023-06-27,14:02:58,0.0,2023-06-27 14:02:58,0.0
2023-06-27,14:07:58,0.0,2023-06-27 14:07:58,0.0
2023-06-27,14:12:58,0.0,2023-06-27 14:12:58,0.0
2023-06-27,14:17:58,0.0,2023-06-27 14:17:58,0.0
2023-06-27,14:22:58,0.0,2023-06-27 14:22:58,0.0
2023-06-27,14:27:58,0.0,2023-06-27 14:27:58,0.0
2023-06-27,14:32:58,0.0,2023-06-27 14:32:58,0.0
2023-06-27,14:37:58,0.0,2023-06-27 14:37:58,0.0
2023-06-27,14:42:58,0.0,2023-06-27 14:42:58,0.0
2023-06-27,14:47:58,0.0,2023-06-27 14:47:58,0.0
2023-06-27,14:52:58,0.0,2023-06-27 14:52:58,0.0
2023-06-27,14:57:58,0.0,2023-06-27 14:57:58,0.0
2023-06-27,15:02:58,0.0,2023-06-27 15:02:58,0.0
2023-06-27,15:07:58,0.0,2023-06-27 15:07:58,0.0
2023-06-27,15:12:58,0.0,2023-06-27 15:12:58,0.0
2023-06-27,15:17:58,0.0,2023-06-27 15:17:58,0.0
2023-06-27,15:22:58,0.0,2023-06-27 15:22:58,0.0
2023-06-27,15:27:58,0.0,2023-06-27 15:27:58,0.0
2023-06-27,15:32:58,0.0,2023-06-27 15:32:58,0.0
2023-06-27,15:37:58,0.0,2023-06-27 15:37:58,0.0
2023-06-27,15:42:58,0.0,2023-06-27 15:42:58,0.0
2023-06-27,15:47:58,0.04,2023-06-27 15:47:58,0.10160000000000001
2023-06-27,15:52:58,0.08,2023-06-27 15:52:58,0.20320000000000002
2023-06-27,15:57:58,0.439999999999999,2023-06-27 15:57:58,1.1175999999999975
2023-06-27,16:02:58,0.24,2023-06-27 16:02:58,0.6096
2023-06-27,16:07:58,0.08,2023-06-27 16:07:58,0.20320000000000002
2023-06-27,16:12:58,0.0,2023-06-27 16:12:58,0.0
2023-06-27,16:17:58,0.0,2023-06-27 16:17:58,0.0
2023-06-27,16:22:58,0.0,2023-06-27 16:22:58,0.0
2023-06-27,16:27:58,0.0,2023-06-27 16:27:58,0.0
2023-06-27,16:32:58,0.0,2023-06-27 16:32:58,0.0
2023-06-27,16:37:58,0.0,2023-06-27 16:37:58,0.0
2023-06-27,16:42:58,0.08,2023-06-27 16:42:58,0.20320000000000002
2023-06-27,16:47:58,0.0,2023-06-27 16:47:58,0.0
2023-06-27,16:52:58,0.0,2023-06-27 16:52:58,0.0
2023-06-27,16:57:58,0.0,2023-06-27 16:57:58,0.0
2023-06-27,17:02:58,0.0,2023-06-27 17:02:58,0.0
2023-06-27,17:07:58,0.0,2023-06-27 17:07:58,0.0
2023-06-27,17:12:58,0.0,2023-06-27 17:12:58,0.0
2023-06-27,17:17:58,0.0,2023-06-27 17:17:58,0.0
2023-06-27,17:22:58,0.0,2023-06-27 17:22:58,0.0
2023-06-27,17:27:58,0.0,2023-06-27 17:27:58,0.0
2023-06-27,17:32:58,0.0,2023-06-27 17:32:58,0.0
2023-06-27,17:37:58,0.0,2023-06-27 17:37:58,0.0
2023-06-27,17:42:58,0.0,2023-06-27 17:42:58,0.0
2023-06-27,17:47:58,0.0,2023-06-27 17:47:58,0.0
2023-06-27,17:52:58,0.0,2023-06-27 17:52:58,0.0
2023-06-27,17:57:58,0.0,2023-06-27 17:57:58,0.0
2023-06-27,18:02:58,0.0,2023-06-27 18:02:58,0.0
2023-06-27,18:07:58,0.0,2023-06-27 18:07:58,0.0
2023-06-27,18:12:58,0.0,2023-06-27 18:12:58,0.0
2023-06-27,18:17:58,0.0,2023-06-27 18:17:58,0.0
2023-06-27,18:22:58,0.0,2023-06-27 18:22:58,0.0
2023-06-27,18:27:58,0.0,2023-06-27 18:27:58,0.0
2023-06-27,18:32:58,0.0,2023-06-27 18:32:58,0.0
2023-06-27,18:37:58,0.0,2023-06-27 18:37:58,0.0
2023-06-27,18:42:58,0.0,2023-06-27 18:42:58,0.0
2023-06-27,18:47:58,0.0,2023-06-27 18:47:58,0.0
2023-06-27,18:52:58,0.0,2023-06-27 18:52:58,0.0
2023-06-27,18:57:58,0.0,2023-06-27 18:57:58,0.0
2023-06-27,19:02:58,0.0,2023-06-27 19:02:58,0.0
2023-06-27,19:07:58,0.0,2023-06-27 19:07:58,0.0
2023-06-27,19:12:58,0.0,2023-06-27 19:12:58,0.0
2023-06-27,19:17:58,0.0,2023-06-27 19:17:58,0.0
2023-06-27,19:22:58,0.0,2023-06-27 19:22:58,0.0
2023-06-27,19:27:58,0.0,2023-06-27 19:27:58,0.0
2023-06-27,19:32:58,0.0,2023-06-27 19:32:58,0.0
2023-06-27,19:37:58,0.0,2023-06-27 19:37:58,0.0
2023-06-27,19:42:58,0.0,2023-06-27 19:42:58,0.0
2023-06-27,19:47:58,0.0,2023-06-27 19:47:58,0.0
2023-06-27,19:52:58,0.0,2023-06-27 19:52:58,0.0
2023-06-27,19:57:58,0.0,2023-06-27 19:57:58,0.0
2023-06-27,20:02:58,0.0,2023-06-27 20:02:58,0.0
2023-06-27,20:07:58,0.0,2023-06-27 20:07:58,0.0
2023-06-27,20:12:58,0.0,2023-06-27 20:12:58,0.0
2023-06-27,20:17:58,0.0,2023-06-27 20:17:58,0.0
2023-06-27,20:22:58,0.0,2023-06-27 20:22:58,0.0
2023-06-27,20:27:58,0.0,2023-06-27 20:27:58,0.0
2023-06-27,20:32:58,0.0,2023-06-27 20:32:58,0.0
2023-06-27,20:37:58,0.0,2023-06-27 20:37:58,0.0
2023-06-27,20:42:58,0.0,2023-06-27 20:42:58,0.0
2023-06-27,20:47:58,0.0,2023-06-27 20:47:58,0.0
2023-06-27,20:52:58,0.0,2023-06-27 20:52:58,0.0
2023-06-27,20:57:58,0.0,2023-06-27 20:57:58,0.0
2023-06-27,21:02:58,0.0,2023-06-27 21:02:58,0.0
2023-06-27,21:07:58,0.0,2023-06-27 21:07:58,0.0
2023-06-27,21:12:58,0.0,2023-06-27 21:12:58,0.0
2023-06-27,21:17:58,0.08,2023-06-27 21:17:58,0.20320000000000002
2023-06-27,21:22:58,0.28,2023-06-27 21:22:58,0.7112
2023-06-27,21:27:58,0.24,2023-06-27 21:27:58,0.6096
2023-06-27,21:32:58,0.2,2023-06-27 21:32:58,0.508
2023-06-27,21:37:58,0.16,2023-06-27 21:37:58,0.40640000000000004
2023-06-27,21:42:58,0.04,2023-06-27 21:42:58,0.10160000000000001
2023-06-27,21:47:58,0.0,2023-06-27 21:47:58,0.0
2023-06-27,21:52:58,0.04,2023-06-27 21:52:58,0.10160000000000001
