,BGN,BGNx3,Base,I,UG+I,V,V&I,node_name,node_id,neighborhood
49,-6.020901236380993e-05,-1.010767861251567,0.0,0.020986396691705878,0.02099051861502721,-0.009511858790787642,0.011413388198049379,J437-S_flow,J437-S,"('Patterson Park', 'Harris Creek')"
50,-0.25643162900917815,-0.6787123684794318,0.0,-2.259910762900101,-2.604483302529516,-0.49939032470455125,-2.5839694710735053,J438-S_flow,J438-S,"('McElderry Park', 'Harris Creek')"
51,1.2175953498783088e-06,2.2851332950324377e-06,0.0,-0.00139376709788408,-0.0013912477917497057,-0.00882302877100516,-0.010210489458692962,J450-S_flow,J450-S,"('Madison-Eastend', 'Harris Creek')"
52,-3.769451619661801e-05,2.6590705224593947e-05,0.0,-3.097378850291932e-05,-2.8928349639523177e-05,6.399301586945683e-05,-4.178539392363234e-05,J456-S_flow,J456-S,"('Orangeville', 'Harris Creek')"
53,8.416815148182266e-05,-5.937443244063978e-05,0.0,6.916142679902482e-05,6.459416276494157e-05,-0.00014289011763202186,9.330267954976712e-05,J45-S_flow,J45-S,"('Locust Point', 'Southside, Drains to Harbor')"
54,-1.446963513451749e-06,4.559274380255829e-05,0.0,-0.3919530894773029,-0.3919575171869325,-0.030686881076046113,-0.42006245796733177,J460-S_flow,J460-S,"('Orangeville', 'Harris Creek')"
55,4.586524088523447e-06,7.380832549053196e-05,0.0,-0.3461781008164895,-0.3461954208063194,-0.0347132915839472,-0.3791332176745552,J461-S_flow,J461-S,"('Baltimore Highlands', 'Harris Creek')"
56,0.00043993189408153555,-0.000310339553189376,0.0,0.00036149442459398884,0.0003376221512723099,-0.006687391640575413,-0.005459416902667602,J46-S_flow,J46-S,"('Locust Point', 'Southside, Drains to Harbor')"
57,0.00011021291431001501,-7.774709459118512e-05,0.0,9.05625497429341e-05,8.458200400518479e-05,-0.0497067840311427,-0.04939562596185665,J471-S_flow,J471-S,"('Orangeville', 'Harris Creek')"
58,0.0007262054346943714,-0.0005122844539320326,0.0,0.0005967269463393876,0.0005573204498823259,-0.02814580402090172,-0.026135791755323545,J480-S_flow,J480-S,"('McElderry Park', 'Harris Creek')"
59,1.5031421257027944e-05,4.891998028266897e-05,0.0,-1.7515924810026133,-1.7516157674953003,-0.014321508047349774,-1.760184926625569,J484-S_flow,J484-S,"('Baltimore Highlands', 'Harris Creek')"
60,7.741947708517216e-05,0.00014555766084178856,0.0,-1.1791033735047574,-1.1791797774761523,-0.025218689205026124,-1.198529367118553,J491-S_flow,J491-S,"('Kresson', 'Harris Creek')"
61,0.0003050369655470675,-0.00021518111523111116,0.0,0.0002506505298289774,0.00023409813634955867,-0.0005178534531382617,0.00033814175250546086,J492-S_flow,J492-S,"('Baltimore Highlands', 'Harris Creek')"
62,0.00018297490396301797,-0.7998521741912459,0.0,0.00015035147147290928,0.00014042260071578383,-0.01878370335247137,-0.018285278520463244,J49-S_flow,J49-S,"('Washington Hill', 'Canal Street Creek')"
63,1.0586142182411606e-05,-7.714244657286429e-06,0.0,1.8765249731211853e-05,1.8385185777125557e-05,-1.866202290590202e-05,2.194805293509461e-05,J4-S_flow,J4-S,"('Canton', 'Northside, Drains to Harbor')"
64,0.0003240404173294742,-0.0002285866509827983,0.0,0.00026626576927801793,0.00024868218074125537,-0.003522502887217005,-0.0026170671533964907,J506-S_flow,J506-S,"('Baltimore Highlands', 'Harris Creek')"
65,-2.0352370969867195e-05,0.006930168908709788,0.0,-2.19608593258376,-2.1960917876807358,-0.008574834169381873,-2.202923787835361,J507-S_flow,J507-S,"('Patterson Park', 'Harris Creek')"
66,0.00015840564801861134,-1.1971427946903423,0.0,-0.040302416684075304,-0.040310897776182575,-0.016345784347749692,-0.05621755582489252,J50-S_flow,J50-S,"('Washington Hill', 'Canal Street Creek')"
67,2.6137883389232286e-05,0.009581886454957278,0.0,-2.1528967907535734,-2.1529065580017295,-0.008700042338086078,-2.1557249766127176,J512-S_flow,J512-S,"('Patterson Park', 'Harris Creek')"
68,-6.058097550809549e-05,-0.004550176823128638,0.0,-0.013469370604329178,-0.01360671568739491,-0.021335443298506007,-0.03436583532032511,J534-S_flow,J534-S,"('Patterson Park', 'Harris Creek')"
69,8.601523049378557e-09,5.128433233636542e-09,0.0,-0.12678477904041596,-0.12678507083913937,-0.27792021622646246,-0.39567359357511434,J539-S_flow,J539-S,"('Canton', 'Northside, Drains to Harbor')"
70,0.0001362849102055641,-9.613896766436092e-05,0.0,0.00011198605024631547,0.00010459074504076682,-0.00023136740569751346,0.00015107552061532914,J541-S_flow,J541-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
71,0.0,0.0,0.0,0.0,0.0,-0.4103340367338282,-0.4103340367338282,J548-S_flow,J548-S,"('Canton', 'Northside, Drains to Harbor')"
72,-3.081253865389044e-07,-1.5055053470547364e-07,0.0,0.0012337635766574984,0.0012329629624479033,-9.086354326726109e-07,0.0012334414280061878,J556-S_flow,J556-S,"('Canton', 'Harris Creek')"
73,-1.2697238815917444e-09,-2.5016171356639916e-09,0.0,-0.002079058449341975,-0.002078839845086833,-0.019341093313754776,-0.021416979089873944,J567-S_flow,J567-S,"('Berea', 'Armistead Creek')"
74,0.0001653865039865643,-0.00014046593069405588,0.0,-0.4438037108391857,-0.44382972594507875,-0.01784242643877887,-0.4588457312903409,J568-S_flow,J568-S,"('Berea', 'Armistead Creek')"
75,-0.00042706785354562626,0.00015566024568425263,0.0,0.0017801146044948979,0.0019756877336880585,-0.0007144406148094085,0.00045899816035133156,J571-S_flow,J571-S,"('Berea', 'Armistead Creek')"
76,-0.011969763528305366,-0.13549916465714196,0.0,-1.3122013492764355,-1.31270076819041,-0.10695888859918368,-1.3361460112844015,J576-S_flow,J576-S,"('Dunbar-Broadway', 'Canal Street Creek')"
77,0.00014061188085445764,-0.00017129147118488675,0.0,0.025238352978588452,0.025146110678000433,-0.00042702061444455097,0.025225715885147437,J578-S_flow,J578-S,"('Dunbar-Broadway', 'Canal Street Creek')"
78,6.324744228347612e-09,3.8221899972823437e-07,0.0,-0.2227809884263475,-0.2227809705173029,-0.00538056595279679,-0.22520954220261227,J586-S_flow,J586-S,"('Dunbar-Broadway', 'Canal Street Creek')"
79,0.0,0.0,0.0,0.0,0.0,-0.17012681182268352,-0.17012681182268352,J587-S_flow,J587-S,"('Downtown', 'Southside, Drains to Harbor')"
80,2.662550449006318e-07,3.013511160609994e-07,0.0,-0.009746434656342284,-0.009745051925438286,-0.012451988624471833,-0.022177494174864698,J592-S_flow,J592-S,"('Dunbar-Broadway', 'Canal Street Creek')"
81,7.703730751895677e-05,-6.132248623691439e-05,0.0,0.003288313510783958,0.0032764152609447983,-0.00014083208470028197,0.003308456269566218,J5-S_flow,J5-S,"('Canton', 'Northside, Drains to Harbor')"
82,-1.4211494497651245e-05,-2.7945404548646025e-05,0.0,-5.604120738400553e-05,-7.020723820172492e-05,-1.3189079577813345e-05,-5.9869943094703615e-05,J609-S_flow,J609-S,"('Dunbar-Broadway', 'Canal Street Creek')"
83,0.00038828744429286743,-0.0002739081971370183,0.0,0.00031905789996233835,0.0002979880386435596,-0.0094281028159382,-0.008347930961391636,J60-S_flow,J60-S,"('Downtown', 'Southside, Drains to Harbor')"
84,0.0004406007345609808,-0.00031081137089117306,0.0,0.00036204401444539513,0.000338135447454313,-0.0007479965958792079,0.0004884178685440332,J619-S_flow,J619-S,"('Dunbar-Broadway', 'Canal Street Creek')"
85,-0.6045395861211738,-1.1972557424958357,0.0,1.578435829352502,0.9766655396059338,-1.1323476104820926,0.460239528042262,J620-S_flow,J620-S,"('Broadway East', 'Harris Creek')"
86,-0.5374793038166441,-1.099419582429034,0.0,1.6912731257294595,0.9876503592673771,-1.0154358730082702,0.5466253849798566,J624-S_flow,J624-S,"('Broadway East', 'Harris Creek')"
87,-0.0004514440218055249,-0.0008001539805855273,0.0,0.07809662501305858,0.07688029265081786,-0.008733933551575035,0.06979328885539715,J62-S_flow,J62-S,"('Downtown', 'Southside, Drains to Harbor')"
88,0.0,0.0,0.0,0.0,0.0,-0.01347532206055968,-0.01347532206055968,J632-S_flow,J632-S,"('Eager Park', 'Canal Street Creek')"
89,-0.04147446363450502,-0.335504627798457,0.0,-1.767685335110368,-1.7714003472043642,-0.2727107332780454,-1.8565556187890109,J637-S_flow,J637-S,"('Eager Park', 'Canal Street Creek')"
90,-0.02187321767336803,-0.20078175482686333,0.0,-1.6054758390256982,-1.607027843496633,-0.15945172853842715,-1.655401197705393,J640-S_flow,J640-S,"('Eager Park', 'Canal Street Creek')"
91,0.0,0.0,0.0,0.0,0.0,-0.006073474190742445,-0.006073474190742445,J659-S_flow,J659-S,"('Baltimore Highlands', 'Harris Creek')"
92,-0.0014749309335195804,-0.013261475968277203,0.0,0.02028385563268742,0.012296623944308749,-0.003511891659520039,0.016372605406161256,J672-S_flow,J672-S,"('Canton', 'Harris Creek')"
93,0.00046835047579207867,-0.00033038676974372905,0.0,0.00038484612739519974,0.0003594317604922459,-0.0007951066216924652,0.0005191792095993186,J675-S_flow,J675-S,"('Canton', 'Harris Creek')"
94,-3.7506844256629535e-05,2.645831649106256e-05,0.0,-3.0819577450991176e-05,-2.8784322335440038e-05,6.36744100170894e-05,-4.1577354485511364e-05,J686-S_flow,J686-S,"('Canton', 'Harris Creek')"
95,-1.7102115296846465e-08,6.233481300577104e-09,0.0,7.12854526033202e-08,7.91172624012293e-08,-2.861008079751981e-08,1.8380778100957063e-08,J694-S_flow,J694-S,"('Canton', 'Harris Creek')"
96,-3.3228867324375244e-05,-0.00024433108156252104,0.0,-0.7224947627711957,-0.7226187581817323,-7.282063856095533e-05,-0.7225532744713972,J695-S_flow,J695-S,"('Canton', 'Harris Creek')"
97,6.400591017152735e-05,-1.0758707104380876,0.0,5.259400370682954e-05,4.912081478369856e-05,-0.010377536556217315,-0.010204320989524174,J712-S_flow,J712-S,"('Patterson Park', 'Harris Creek')"
98,0.0,0.0,0.0,0.0,0.0,-0.0010645009854828302,-0.0010645009854828302,J714-S_flow,J714-S,"('Upper Fells Point', 'Northside, Drains to Harbor')"
99,-6.449856577717128e-07,0.00021372718368706245,0.0,-0.365366140736078,-0.36551356348265474,-0.01090539371886523,-0.3673439367244844,J71-S_flow,J71-S,"('Federal Hill', 'Southside, Drains to Harbor')"
100,4.81882622158647e-05,-3.3993270245114005e-05,0.0,3.9596556549170714e-05,3.698168960775128e-05,-8.180798004064904e-05,5.341799609959175e-05,J722-S_flow,J722-S,"('Fells Point', 'Northside, Drains to Harbor')"
101,0.00015860863377747947,-0.00011188671064799038,0.0,0.00013032957504188758,0.00012172290499234961,-0.03191808696778109,-0.03148618497840783,J72-S_flow,J72-S,"('Federal Hill', 'Southside, Drains to Harbor')"
102,-3.82771545126559e-07,-3.6289636096142885e-07,0.0,0.033040308127295415,0.033045127963320375,-0.0009378280398664174,0.03209616359954648,J732-S_flow,J732-S,"('Fells Point', 'Northside, Drains to Harbor')"
103,0.00013931438707981414,-9.827604049883476e-05,0.0,0.00011447538783215805,0.00010691569240961485,-0.00023651047108996792,0.00015443377792578872,J733-S_flow,J733-S,"('Canton', 'Northside, Drains to Harbor')"
104,-3.019820268956863e-06,-8.332496887220042e-05,0.0,-0.5326207451518667,-0.5326212562657986,-0.005107188539470009,-0.5346900035014748,J748-S_flow,J748-S,"('Washington Hill', 'Canal Street Creek')"
105,0.0002406720849856825,-0.7711233826230863,0.0,-0.803395805694437,-0.8033606275424816,-0.011683599757186691,-0.8108065310381098,J749-S_flow,J749-S,"('Fells Point', 'Canal Street Creek')"
106,0.00035871540930099144,-0.0002530473042359205,0.0,0.00029475839834169903,0.00027529322109254295,-0.0006089819739307778,0.0003976457638001918,J751-S_flow,J751-S,"('Fells Point', 'Northside, Drains to Harbor')"
107,0.0,0.0,0.0,0.0,0.0,-0.10853541829280644,-0.10853541829280644,J756-S_flow,J756-S,"('Upper Fells Point', 'Northside, Drains to Harbor')"
108,4.3429704277286874e-11,4.0024872305366443e-11,0.0,-0.000798711054469603,-0.0007987826609512361,-5.310507589229019e-11,-0.0007987308855397224,J758-S_flow,J758-S,"('Fells Point', 'Northside, Drains to Harbor')"
109,-6.7038380104911255e-06,-8.459727198539824e-06,0.0,-0.006909210500848806,-0.006918112386998132,-6.5502448596266305e-06,-0.006910882529379103,J760-S_flow,J760-S,"('Fells Point', 'Northside, Drains to Harbor')"
110,-1.9332549814343736e-06,-0.7368162639837865,0.0,-0.9989934304740204,-0.998994595856288,-0.011510670827109326,-1.0068216775476984,J761-S_flow,J761-S,"('Fells Point', 'Canal Street Creek')"
111,0.00018185438879037008,-0.00012828487891480833,0.0,0.00014943073807582863,0.0001395626704674413,-0.00613249226204049,-0.005628808378422168,J762-S_flow,J762-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
112,-3.842866328929162e-06,1.410030017412467e-06,0.0,-0.24240894894850396,-0.2424088132719906,2.80437763344743e-06,-0.2424086984142788,J764-S_flow,J764-S,"('Fells Point', 'Northside, Drains to Harbor')"
113,-1.857864048715463e-06,-2.059863857373223e-06,0.0,-0.16325901143952798,-0.16326089057485,-2.1986021159769997e-06,-0.1632599716362103,J765-S_flow,J765-S,"('Fells Point', 'Northside, Drains to Harbor')"
114,-2.50354759145921e-09,-1.7443460009758383e-09,0.0,-0.0003878487064348235,-0.0003876639237656576,-0.40072840779164753,-0.4014234045790612,J772-S_flow,J772-S,"('Canton', 'Northside, Drains to Harbor')"
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J782-S_flow,J782-S,"('Patterson Park', 'Harris Creek')"
116,0.0,0.0,0.0,0.0,0.0,-0.019541665856480428,-0.019541665856480428,J787-S_flow,J787-S,"('Berea', 'Armistead Creek')"
117,-0.00010752792912560594,0.00017829750066922223,0.0,-0.5962515027143156,-0.5962481825530277,-0.0037514191829890464,-0.5989920606998196,J789-S_flow,J789-S,"('Dunbar-Broadway', 'Canal Street Creek')"
118,0.0005121919474149195,-0.0003613136993392274,0.0,0.0004208709025270707,0.0003930775410383447,-0.008912970876640003,-0.007486855415046456,J78-S_flow,J78-S,"('Federal Hill', 'Southside, Drains to Harbor')"
119,0.000868749389172585,-0.0006128387163943927,0.0,0.0007138560872279598,0.0006667146475054508,-0.0014748536141793167,0.0009630322686184911,J792-S_flow,J792-S,"('Canton', 'Northside, Drains to Harbor')"
120,-8.87143982719607e-08,-5.368267053107445e-08,0.0,-0.22732929977005678,-0.22732977697770407,-1.1482034389942442e-07,-0.22732951825101777,J799-S_flow,J799-S,"('Fells Point', 'Northside, Drains to Harbor')"
121,9.028777527531062e-05,-6.496960190105483e-05,0.0,0.00012032093515879083,0.00011553799263586129,-0.00568032369829341,-0.005380873983168222,J7-S_flow,J7-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
122,-0.016286672828347726,-0.016291240447930733,0.0,-0.7779207548921876,-0.7779246540291718,-0.09018431270697391,-0.8441201967574754,J801-S_flow,J801-S,"('Broadway East', 'Canal Street Creek')"
123,2.692806360116151e-07,0.00020961222130377877,0.0,-0.3705360227768397,-0.37067499849591634,-0.011137978863027254,-0.3728074361985392,J80-S_flow,J80-S,"('Federal Hill', 'Southside, Drains to Harbor')"
124,0.0002532813521618493,-0.00018287840208142114,0.0,0.0005971628319407785,0.0005836982320941431,-0.007957797705429925,-0.006855108527865639,J88-S_flow,J88-S,"('Federal Hill', 'Southside, Drains to Harbor')"
125,5.867162527462e-05,-4.09456926955265e-05,0.0,0.0014861138896964388,0.0015046516458430137,-0.1421822452267243,0.0015063278146871806,J8-S_flow,J8-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
