,node,scenario,count,time_above
89,J637-S_depth,Base,11,55
90,J640-S_depth,Base,10,50
91,J659-S_depth,Base,16,80
92,J672-S_depth,Base,6,30
93,J675-S_depth,Base,12,60
94,J686-S_depth,Base,5,25
95,J694-S_depth,Base,0,0
96,J695-S_depth,Base,5,25
97,J712-S_depth,Base,4,20
98,J714-S_depth,Base,10,50
99,J71-S_depth,Base,34,170
100,J722-S_depth,Base,0,0
101,J72-S_depth,Base,2,10
102,J732-S_depth,Base,13,65
103,J733-S_depth,Base,6,30
104,J748-S_depth,Base,9,45
105,J749-S_depth,Base,11,55
106,J751-S_depth,Base,4,20
107,J756-S_depth,Base,20,100
108,J758-S_depth,Base,5,25
109,J760-S_depth,Base,1,5
110,J761-S_depth,Base,14,70
111,J762-S_depth,Base,2,10
112,J764-S_depth,Base,6,30
113,J765-S_depth,Base,3,15
114,J772-S_depth,Base,13,65
115,J782-S_depth,Base,0,0
116,J787-S_depth,Base,9,45
117,J789-S_depth,Base,5,25
118,J78-S_depth,Base,4,20
119,J792-S_depth,Base,30,150
120,J799-S_depth,Base,4,20
121,J7-S_depth,Base,46,230
122,J801-S_depth,Base,8,40
123,J80-S_depth,Base,2,10
124,J88-S_depth,Base,38,190
125,J8-S_depth,Base,49,245
126,J105-S_depth,I,6,30
127,J10-S_depth,I,8,40
128,J116-S_depth,I,9,45
129,J119-S_depth,I,0,0
130,J128-S_depth,I,3,15
131,J130-S_depth,I,51,255
132,J131-S_depth,I,3,15
133,J136-S_depth,I,11,55
134,J138-S_depth,I,8,40
135,J141-S_depth,I,6,30
136,J157-S_depth,I,11,55
137,J163-S_depth,I,5,25
138,J165-S_depth,I,4,20
139,J171-S_depth,I,2,10
140,J177-S_depth,I,5,25
141,J182-S_depth,I,10,50
142,J191-S_depth,I,8,40
143,J1-S_depth,I,6,30
144,J204-S_depth,I,4,20
145,J208-S_depth,I,12,60
146,J211-S_depth,I,9,45
147,J227-S_depth,I,60,300
148,J231-S_depth,I,0,0
149,J232-S_depth,I,0,0
150,J234-S_depth,I,6,30
151,J238-S_depth,I,0,0
152,J240-S_depth,I,7,35
153,J245-S_depth,I,9,45
154,J253-S_depth,I,4,20
155,J260-S_depth,I,8,40
156,J266-S_depth,I,6,30
157,J268-S_depth,I,3,15
158,J273-S_depth,I,0,0
159,J278-S_depth,I,7,35
160,J27-S_depth,I,16,80
161,J280-S_depth,I,13,65
162,J328-S_depth,I,31,155
163,J329-S_depth,I,8,40
164,J338-S_depth,I,10,50
165,J33-S_depth,I,20,100
166,J34-S_depth,I,4,20
167,J361-S_depth,I,13,65
168,J366-S_depth,I,6,30
169,J385-S_depth,I,46,230
170,J3-S_depth,I,8,40
171,J413-S_depth,I,9,45
172,J421-S_depth,I,21,105
173,J42-S_depth,I,2,10
174,J433-S_depth,I,9,45
175,J437-S_depth,I,5,25
176,J438-S_depth,I,13,65
177,J450-S_depth,I,6,30
178,J456-S_depth,I,6,30
179,J45-S_depth,I,4,20
180,J460-S_depth,I,8,40
181,J461-S_depth,I,8,40
182,J46-S_depth,I,4,20
183,J471-S_depth,I,23,115
184,J480-S_depth,I,10,50
185,J484-S_depth,I,11,55
186,J491-S_depth,I,9,45
187,J492-S_depth,I,2,10
188,J49-S_depth,I,2,10
189,J4-S_depth,I,7,35
190,J506-S_depth,I,10,50
191,J507-S_depth,I,12,60
192,J50-S_depth,I,5,25
193,J512-S_depth,I,7,35
194,J534-S_depth,I,11,55
195,J539-S_depth,I,29,145
196,J541-S_depth,I,6,30
197,J548-S_depth,I,38,190
198,J556-S_depth,I,15,75
199,J567-S_depth,I,8,40
200,J568-S_depth,I,8,40
201,J571-S_depth,I,3,15
202,J576-S_depth,I,7,35
203,J578-S_depth,I,9,45
204,J586-S_depth,I,0,0
205,J587-S_depth,I,18,90
206,J592-S_depth,I,3,15
207,J5-S_depth,I,8,40
208,J609-S_depth,I,4,20
209,J60-S_depth,I,8,40
210,J619-S_depth,I,9,45
211,J620-S_depth,I,66,330
212,J624-S_depth,I,65,325
213,J62-S_depth,I,18,90
214,J632-S_depth,I,6,30
215,J637-S_depth,I,8,40
216,J640-S_depth,I,7,35
217,J659-S_depth,I,17,85
218,J672-S_depth,I,5,25
219,J675-S_depth,I,12,60
220,J686-S_depth,I,5,25
221,J694-S_depth,I,0,0
222,J695-S_depth,I,3,15
223,J712-S_depth,I,4,20
224,J714-S_depth,I,11,55
225,J71-S_depth,I,19,95
226,J722-S_depth,I,0,0
227,J72-S_depth,I,2,10
228,J732-S_depth,I,9,45
229,J733-S_depth,I,6,30
230,J748-S_depth,I,8,40
231,J749-S_depth,I,10,50
232,J751-S_depth,I,4,20
233,J756-S_depth,I,23,115
234,J758-S_depth,I,5,25
235,J760-S_depth,I,0,0
236,J761-S_depth,I,11,55
237,J762-S_depth,I,2,10
238,J764-S_depth,I,6,30
239,J765-S_depth,I,1,5
240,J772-S_depth,I,13,65
241,J782-S_depth,I,0,0
242,J787-S_depth,I,9,45
243,J789-S_depth,I,3,15
244,J78-S_depth,I,4,20
245,J792-S_depth,I,32,160
246,J799-S_depth,I,2,10
247,J7-S_depth,I,42,210
248,J801-S_depth,I,6,30
249,J80-S_depth,I,2,10
250,J88-S_depth,I,33,165
251,J8-S_depth,I,46,230
252,J105-S_depth,V,6,30
253,J10-S_depth,V,11,55
254,J116-S_depth,V,12,60
255,J119-S_depth,V,0,0
256,J128-S_depth,V,7,35
257,J130-S_depth,V,54,270
258,J131-S_depth,V,5,25
259,J136-S_depth,V,18,90
260,J138-S_depth,V,7,35
261,J141-S_depth,V,6,30
262,J157-S_depth,V,16,80
263,J163-S_depth,V,5,25
264,J165-S_depth,V,4,20
265,J171-S_depth,V,2,10
266,J177-S_depth,V,5,25
267,J182-S_depth,V,15,75
268,J191-S_depth,V,9,45
269,J1-S_depth,V,6,30
270,J204-S_depth,V,4,20
271,J208-S_depth,V,11,55
272,J211-S_depth,V,10,50
273,J227-S_depth,V,64,320
274,J231-S_depth,V,0,0
275,J232-S_depth,V,0,0
276,J234-S_depth,V,6,30
277,J238-S_depth,V,0,0
278,J240-S_depth,V,8,40
279,J245-S_depth,V,13,65
280,J253-S_depth,V,7,35
281,J260-S_depth,V,8,40
282,J266-S_depth,V,6,30
283,J268-S_depth,V,3,15
284,J273-S_depth,V,0,0
285,J278-S_depth,V,8,40
286,J27-S_depth,V,17,85
287,J280-S_depth,V,15,75
288,J328-S_depth,V,26,130
289,J329-S_depth,V,9,45
290,J338-S_depth,V,12,60
291,J33-S_depth,V,25,125
292,J34-S_depth,V,4,20
293,J361-S_depth,V,15,75
294,J366-S_depth,V,8,40
295,J385-S_depth,V,40,200
296,J3-S_depth,V,11,55
297,J413-S_depth,V,9,45
298,J421-S_depth,V,24,120
299,J42-S_depth,V,2,10
300,J433-S_depth,V,9,45
301,J437-S_depth,V,5,25
302,J438-S_depth,V,18,90
303,J450-S_depth,V,6,30
304,J456-S_depth,V,6,30
305,J45-S_depth,V,4,20
306,J460-S_depth,V,8,40
307,J461-S_depth,V,10,50
308,J46-S_depth,V,4,20
309,J471-S_depth,V,20,100
310,J480-S_depth,V,10,50
311,J484-S_depth,V,15,75
312,J491-S_depth,V,11,55
313,J492-S_depth,V,2,10
314,J49-S_depth,V,2,10
315,J4-S_depth,V,8,40
316,J506-S_depth,V,10,50
317,J507-S_depth,V,17,85
318,J50-S_depth,V,5,25
319,J512-S_depth,V,10,50
320,J534-S_depth,V,11,55
321,J539-S_depth,V,30,150
322,J541-S_depth,V,6,30
323,J548-S_depth,V,35,175
324,J556-S_depth,V,17,85
325,J567-S_depth,V,9,45
326,J568-S_depth,V,11,55
327,J571-S_depth,V,3,15
328,J576-S_depth,V,8,40
329,J578-S_depth,V,11,55
330,J586-S_depth,V,2,10
331,J587-S_depth,V,17,85
332,J592-S_depth,V,4,20
333,J5-S_depth,V,11,55
334,J609-S_depth,V,4,20
335,J60-S_depth,V,8,40
336,J619-S_depth,V,9,45
337,J620-S_depth,V,65,325
338,J624-S_depth,V,63,315
339,J62-S_depth,V,32,160
340,J632-S_depth,V,6,30
341,J637-S_depth,V,11,55
342,J640-S_depth,V,9,45
343,J659-S_depth,V,16,80
344,J672-S_depth,V,6,30
345,J675-S_depth,V,12,60
346,J686-S_depth,V,5,25
347,J694-S_depth,V,0,0
348,J695-S_depth,V,5,25
349,J712-S_depth,V,4,20
350,J714-S_depth,V,10,50
351,J71-S_depth,V,34,170
352,J722-S_depth,V,0,0
353,J72-S_depth,V,2,10
354,J732-S_depth,V,13,65
355,J733-S_depth,V,6,30
356,J748-S_depth,V,9,45
357,J749-S_depth,V,11,55
358,J751-S_depth,V,4,20
359,J756-S_depth,V,20,100
360,J758-S_depth,V,5,25
361,J760-S_depth,V,1,5
362,J761-S_depth,V,14,70
363,J762-S_depth,V,2,10
364,J764-S_depth,V,6,30
365,J765-S_depth,V,3,15
366,J772-S_depth,V,12,60
367,J782-S_depth,V,0,0
368,J787-S_depth,V,9,45
369,J789-S_depth,V,5,25
370,J78-S_depth,V,4,20
371,J792-S_depth,V,30,150
372,J799-S_depth,V,4,20
373,J7-S_depth,V,45,225
374,J801-S_depth,V,7,35
375,J80-S_depth,V,2,10
376,J88-S_depth,V,38,190
377,J8-S_depth,V,49,245
378,J105-S_depth,V&I,6,30
379,J10-S_depth,V&I,7,35
380,J116-S_depth,V&I,9,45
381,J119-S_depth,V&I,0,0
382,J128-S_depth,V&I,3,15
383,J130-S_depth,V&I,50,250
384,J131-S_depth,V&I,3,15
385,J136-S_depth,V&I,11,55
386,J138-S_depth,V&I,8,40
387,J141-S_depth,V&I,6,30
388,J157-S_depth,V&I,11,55
389,J163-S_depth,V&I,5,25
390,J165-S_depth,V&I,4,20
391,J171-S_depth,V&I,2,10
392,J177-S_depth,V&I,5,25
393,J182-S_depth,V&I,10,50
394,J191-S_depth,V&I,8,40
395,J1-S_depth,V&I,6,30
396,J204-S_depth,V&I,4,20
397,J208-S_depth,V&I,11,55
398,J211-S_depth,V&I,9,45
399,J227-S_depth,V&I,60,300
400,J231-S_depth,V&I,0,0
401,J232-S_depth,V&I,0,0
402,J234-S_depth,V&I,6,30
403,J238-S_depth,V&I,0,0
404,J240-S_depth,V&I,7,35
405,J245-S_depth,V&I,8,40
406,J253-S_depth,V&I,4,20
407,J260-S_depth,V&I,8,40
408,J266-S_depth,V&I,6,30
409,J268-S_depth,V&I,3,15
410,J273-S_depth,V&I,0,0
411,J278-S_depth,V&I,7,35
412,J27-S_depth,V&I,16,80
413,J280-S_depth,V&I,12,60
414,J328-S_depth,V&I,28,140
415,J329-S_depth,V&I,7,35
416,J338-S_depth,V&I,9,45
417,J33-S_depth,V&I,20,100
418,J34-S_depth,V&I,4,20
419,J361-S_depth,V&I,13,65
420,J366-S_depth,V&I,5,25
421,J385-S_depth,V&I,42,210
422,J3-S_depth,V&I,7,35
423,J413-S_depth,V&I,9,45
424,J421-S_depth,V&I,19,95
425,J42-S_depth,V&I,2,10
426,J433-S_depth,V&I,9,45
427,J437-S_depth,V&I,5,25
428,J438-S_depth,V&I,12,60
429,J450-S_depth,V&I,6,30
430,J456-S_depth,V&I,6,30
431,J45-S_depth,V&I,4,20
432,J460-S_depth,V&I,8,40
433,J461-S_depth,V&I,8,40
434,J46-S_depth,V&I,4,20
435,J471-S_depth,V&I,22,110
436,J480-S_depth,V&I,10,50
437,J484-S_depth,V&I,11,55
438,J491-S_depth,V&I,9,45
439,J492-S_depth,V&I,2,10
440,J49-S_depth,V&I,2,10
441,J4-S_depth,V&I,7,35
442,J506-S_depth,V&I,10,50
443,J507-S_depth,V&I,12,60
444,J50-S_depth,V&I,5,25
445,J512-S_depth,V&I,7,35
446,J534-S_depth,V&I,11,55
447,J539-S_depth,V&I,26,130
448,J541-S_depth,V&I,6,30
449,J548-S_depth,V&I,35,175
450,J556-S_depth,V&I,15,75
451,J567-S_depth,V&I,8,40
452,J568-S_depth,V&I,8,40
453,J571-S_depth,V&I,3,15
454,J576-S_depth,V&I,6,30
455,J578-S_depth,V&I,8,40
456,J586-S_depth,V&I,0,0
457,J587-S_depth,V&I,17,85
458,J592-S_depth,V&I,3,15
459,J5-S_depth,V&I,8,40
460,J609-S_depth,V&I,4,20
461,J60-S_depth,V&I,8,40
462,J619-S_depth,V&I,9,45
463,J620-S_depth,V&I,64,320
464,J624-S_depth,V&I,63,315
465,J62-S_depth,V&I,18,90
466,J632-S_depth,V&I,6,30
467,J637-S_depth,V&I,7,35
468,J640-S_depth,V&I,6,30
469,J659-S_depth,V&I,17,85
470,J672-S_depth,V&I,5,25
471,J675-S_depth,V&I,12,60
472,J686-S_depth,V&I,5,25
473,J694-S_depth,V&I,0,0
474,J695-S_depth,V&I,3,15
475,J712-S_depth,V&I,4,20
476,J714-S_depth,V&I,11,55
477,J71-S_depth,V&I,19,95
478,J722-S_depth,V&I,0,0
479,J72-S_depth,V&I,2,10
480,J732-S_depth,V&I,9,45
481,J733-S_depth,V&I,6,30
482,J748-S_depth,V&I,8,40
483,J749-S_depth,V&I,10,50
484,J751-S_depth,V&I,4,20
485,J756-S_depth,V&I,22,110
486,J758-S_depth,V&I,5,25
487,J760-S_depth,V&I,0,0
488,J761-S_depth,V&I,11,55
489,J762-S_depth,V&I,2,10
490,J764-S_depth,V&I,6,30
491,J765-S_depth,V&I,1,5
492,J772-S_depth,V&I,12,60
493,J782-S_depth,V&I,0,0
494,J787-S_depth,V&I,9,45
495,J789-S_depth,V&I,3,15
496,J78-S_depth,V&I,4,20
497,J792-S_depth,V&I,32,160
498,J799-S_depth,V&I,2,10
499,J7-S_depth,V&I,42,210
500,J801-S_depth,V&I,6,30
501,J80-S_depth,V&I,2,10
502,J88-S_depth,V&I,33,165
503,J8-S_depth,V&I,46,230
