,node,scenario,count,time_above
253,J10-S_depth,V,8,40
254,J116-S_depth,V,9,45
255,J119-S_depth,V,3,15
256,J128-S_depth,V,5,25
257,J130-S_depth,V,58,290
258,J131-S_depth,V,3,15
259,J136-S_depth,V,13,65
260,J138-S_depth,V,4,20
261,J141-S_depth,V,3,15
262,J157-S_depth,V,13,65
263,J163-S_depth,V,3,15
264,J165-S_depth,V,2,10
265,J171-S_depth,V,0,0
266,J177-S_depth,V,3,15
267,J182-S_depth,V,12,60
268,J191-S_depth,V,6,30
269,J1-S_depth,V,0,0
270,J204-S_depth,V,1,5
271,J208-S_depth,V,8,40
272,J211-S_depth,V,8,40
273,J227-S_depth,V,94,470
274,J231-S_depth,V,0,0
275,J232-S_depth,V,0,0
276,J234-S_depth,V,4,20
277,J238-S_depth,V,0,0
278,J240-S_depth,V,5,25
279,J245-S_depth,V,10,50
280,J253-S_depth,V,3,15
281,J260-S_depth,V,3,15
282,J266-S_depth,V,3,15
283,J268-S_depth,V,0,0
284,J273-S_depth,V,0,0
285,J278-S_depth,V,6,30
286,J27-S_depth,V,4,20
287,J280-S_depth,V,12,60
288,J328-S_depth,V,19,95
289,J329-S_depth,V,7,35
290,J338-S_depth,V,10,50
291,J33-S_depth,V,18,90
292,J34-S_depth,V,2,10
293,J361-S_depth,V,13,65
294,J366-S_depth,V,5,25
295,J385-S_depth,V,30,150
296,J3-S_depth,V,8,40
297,J413-S_depth,V,6,30
298,J421-S_depth,V,19,95
299,J42-S_depth,V,0,0
300,J433-S_depth,V,6,30
301,J437-S_depth,V,7,35
302,J438-S_depth,V,15,75
303,J450-S_depth,V,3,15
304,J456-S_depth,V,3,15
305,J45-S_depth,V,0,0
306,J460-S_depth,V,5,25
307,J461-S_depth,V,7,35
308,J46-S_depth,V,2,10
309,J471-S_depth,V,14,70
310,J480-S_depth,V,8,40
311,J484-S_depth,V,13,65
312,J491-S_depth,V,9,45
313,J492-S_depth,V,0,0
314,J49-S_depth,V,0,0
315,J4-S_depth,V,5,25
316,J506-S_depth,V,8,40
317,J507-S_depth,V,14,70
318,J50-S_depth,V,3,15
319,J512-S_depth,V,7,35
320,J534-S_depth,V,9,45
321,J539-S_depth,V,22,110
322,J541-S_depth,V,4,20
323,J548-S_depth,V,24,120
324,J556-S_depth,V,13,65
325,J567-S_depth,V,5,25
326,J568-S_depth,V,7,35
327,J571-S_depth,V,0,0
328,J576-S_depth,V,5,25
329,J578-S_depth,V,8,40
330,J586-S_depth,V,0,0
331,J587-S_depth,V,14,70
332,J592-S_depth,V,0,0
333,J5-S_depth,V,9,45
334,J609-S_depth,V,2,10
335,J60-S_depth,V,6,30
336,J619-S_depth,V,7,35
337,J620-S_depth,V,93,465
338,J624-S_depth,V,81,405
339,J62-S_depth,V,21,105
340,J632-S_depth,V,2,10
341,J637-S_depth,V,8,40
342,J640-S_depth,V,6,30
343,J659-S_depth,V,13,65
344,J672-S_depth,V,4,20
345,J675-S_depth,V,9,45
346,J686-S_depth,V,2,10
347,J694-S_depth,V,0,0
348,J695-S_depth,V,3,15
349,J712-S_depth,V,2,10
350,J714-S_depth,V,7,35
351,J71-S_depth,V,23,115
352,J722-S_depth,V,0,0
353,J72-S_depth,V,0,0
354,J732-S_depth,V,10,50
355,J733-S_depth,V,3,15
356,J748-S_depth,V,5,25
357,J749-S_depth,V,8,40
358,J751-S_depth,V,1,5
359,J756-S_depth,V,16,80
360,J758-S_depth,V,3,15
361,J760-S_depth,V,0,0
362,J761-S_depth,V,11,55
363,J762-S_depth,V,0,0
364,J764-S_depth,V,3,15
365,J765-S_depth,V,0,0
366,J772-S_depth,V,9,45
367,J782-S_depth,V,0,0
368,J787-S_depth,V,5,25
369,J789-S_depth,V,4,20
370,J78-S_depth,V,2,10
371,J792-S_depth,V,21,105
372,J799-S_depth,V,0,0
373,J7-S_depth,V,31,155
374,J801-S_depth,V,3,15
375,J80-S_depth,V,0,0
376,J88-S_depth,V,25,125
377,J8-S_depth,V,34,170
378,J105-S_depth,V&I,3,15
379,J10-S_depth,V&I,5,25
380,J116-S_depth,V&I,7,35
381,J119-S_depth,V&I,1,5
382,J128-S_depth,V&I,0,0
383,J130-S_depth,V&I,54,270
384,J131-S_depth,V&I,1,5
385,J136-S_depth,V&I,9,45
386,J138-S_depth,V&I,4,20
387,J141-S_depth,V&I,3,15
388,J157-S_depth,V&I,8,40
389,J163-S_depth,V&I,3,15
390,J165-S_depth,V&I,2,10
391,J171-S_depth,V&I,0,0
392,J177-S_depth,V&I,3,15
393,J182-S_depth,V&I,8,40
394,J191-S_depth,V&I,6,30
395,J1-S_depth,V&I,0,0
396,J204-S_depth,V&I,1,5
397,J208-S_depth,V&I,9,45
398,J211-S_depth,V&I,6,30
399,J227-S_depth,V&I,52,260
400,J231-S_depth,V&I,0,0
401,J232-S_depth,V&I,0,0
402,J234-S_depth,V&I,4,20
403,J238-S_depth,V&I,0,0
404,J240-S_depth,V&I,5,25
405,J245-S_depth,V&I,6,30
406,J253-S_depth,V&I,0,0
407,J260-S_depth,V&I,2,10
408,J266-S_depth,V&I,1,5
409,J268-S_depth,V&I,0,0
410,J273-S_depth,V&I,0,0
411,J278-S_depth,V&I,3,15
412,J27-S_depth,V&I,5,25
413,J280-S_depth,V&I,8,40
414,J328-S_depth,V&I,20,100
415,J329-S_depth,V&I,4,20
416,J338-S_depth,V&I,7,35
417,J33-S_depth,V&I,15,75
418,J34-S_depth,V&I,2,10
419,J361-S_depth,V&I,9,45
420,J366-S_depth,V&I,0,0
421,J385-S_depth,V&I,30,150
422,J3-S_depth,V&I,5,25
423,J413-S_depth,V&I,6,30
424,J421-S_depth,V&I,15,75
425,J42-S_depth,V&I,0,0
426,J433-S_depth,V&I,6,30
427,J437-S_depth,V&I,7,35
428,J438-S_depth,V&I,8,40
429,J450-S_depth,V&I,2,10
430,J456-S_depth,V&I,3,15
431,J45-S_depth,V&I,0,0
432,J460-S_depth,V&I,4,20
433,J461-S_depth,V&I,5,25
434,J46-S_depth,V&I,2,10
435,J471-S_depth,V&I,16,80
436,J480-S_depth,V&I,8,40
437,J484-S_depth,V&I,8,40
438,J491-S_depth,V&I,6,30
439,J492-S_depth,V&I,0,0
440,J49-S_depth,V&I,0,0
441,J4-S_depth,V&I,5,25
442,J506-S_depth,V&I,9,45
443,J507-S_depth,V&I,9,45
444,J50-S_depth,V&I,3,15
445,J512-S_depth,V&I,4,20
446,J534-S_depth,V&I,8,40
447,J539-S_depth,V&I,19,95
448,J541-S_depth,V&I,4,20
449,J548-S_depth,V&I,24,120
450,J556-S_depth,V&I,12,60
451,J567-S_depth,V&I,3,15
452,J568-S_depth,V&I,5,25
453,J571-S_depth,V&I,0,0
454,J576-S_depth,V&I,1,5
455,J578-S_depth,V&I,6,30
456,J586-S_depth,V&I,0,0
457,J587-S_depth,V&I,14,70
458,J592-S_depth,V&I,0,0
459,J5-S_depth,V&I,5,25
460,J609-S_depth,V&I,2,10
461,J60-S_depth,V&I,6,30
462,J619-S_depth,V&I,7,35
463,J620-S_depth,V&I,91,455
464,J624-S_depth,V&I,81,405
465,J62-S_depth,V&I,14,70
466,J632-S_depth,V&I,2,10
467,J637-S_depth,V&I,4,20
468,J640-S_depth,V&I,2,10
469,J659-S_depth,V&I,14,70
470,J672-S_depth,V&I,2,10
471,J675-S_depth,V&I,9,45
472,J686-S_depth,V&I,2,10
473,J694-S_depth,V&I,0,0
474,J695-S_depth,V&I,0,0
475,J712-S_depth,V&I,2,10
476,J714-S_depth,V&I,9,45
477,J71-S_depth,V&I,14,70
478,J722-S_depth,V&I,0,0
479,J72-S_depth,V&I,0,0
480,J732-S_depth,V&I,7,35
481,J733-S_depth,V&I,3,15
482,J748-S_depth,V&I,5,25
483,J749-S_depth,V&I,7,35
484,J751-S_depth,V&I,2,10
485,J756-S_depth,V&I,18,90
486,J758-S_depth,V&I,1,5
487,J760-S_depth,V&I,0,0
488,J761-S_depth,V&I,8,40
489,J762-S_depth,V&I,0,0
490,J764-S_depth,V&I,2,10
491,J765-S_depth,V&I,0,0
492,J772-S_depth,V&I,9,45
493,J782-S_depth,V&I,0,0
494,J787-S_depth,V&I,5,25
495,J789-S_depth,V&I,0,0
496,J78-S_depth,V&I,2,10
497,J792-S_depth,V&I,22,110
498,J799-S_depth,V&I,0,0
499,J7-S_depth,V&I,28,140
500,J801-S_depth,V&I,0,0
501,J80-S_depth,V&I,0,0
502,J88-S_depth,V&I,23,115
503,J8-S_depth,V&I,32,160
